headline,clickbait,detoxified_headline,detox_confidence,detox_predicted_label
We Know Which Thanksgiving Side You Are Based On Your Zodiac,1,Find out which Thanksgiving side matches your Zodiac sign.,0.9999791383743286,1
95 Thoughts All Anxious People Have In A New Relationship,1,Common thoughts and concerns for those experiencing anxiety in new relationships.,0.9988735318183899,1
21 Deliciously Warming West African Dishes You Should Be Eating This Winter,1,Explore the flavors of West Africa with these comforting winter dishes.,0.9714418053627014,1
This  Beautifully Inclusive Ad Will Make You Ugly Cry,1,Heartwarming Ad Celebrates Diversity and Inclusion.,7.844226274755783e-06,0
This Indian Designer Had The Best Response To Being Shamed For Her Wedding Dress,1,Indian Designer Responds To Criticism Over Her Wedding Dress Choice.,0.01592968963086605,0
We Know Your Favorite Pop Star Based On These Random Questions,1,Quiz: Guess your favorite pop star based on these random questions.,0.9999953508377075,1
I Learned To Drink Goddamn Gin And You Can Too,1,A beginner's guide to appreciating gin.,0.0002902739797718823,0
"Which Of The ""Harry Potter"" Deathly Hallows Are You",1,"Find out which ""Harry Potter"" Deathly Hallow you are most like.",0.9999953508377075,1
These Are The Chillest Lizards In The History Of The Animal Kingdom,1,Researchers Discover New Species Of Calm Lizards,1.2378232895571273e-05,0
How To Cook Perfect Eggs,1,A Guide to Cooking Eggs Perfectly,0.9999915361404419,1
We Can Tell Whether You're Clean Or Gross By Answering These Questions,1,A short quiz to guess your personal hygiene habits.,0.011851970106363297,0
"Can You Correctly Guess The ""Game Of Thrones"" Character By The Butt",1,Game of Thrones character quiz challenges your knowledge.,0.007447421550750732,0
Can You Guess Which Celebrity This Makeup Look Is Inspired By,1,Makeup Look Inspired by a Celebrity: Can You Guess Who?,0.9999834299087524,1
What Christmas Carol Should You Sing Based On Your Zodiac Sign,1,Suggested Christmas carols based on your Zodiac sign.,0.9994997978210449,1
14 Cats Who Don't Quite Understand This Christmas Thing,1,14 Cats Confused by Christmas Decorations,0.9999954700469971,1
What New Song Should Be Your Jam This Weekend,1,Song recommendations to add to your weekend playlist.,2.203445001214277e-05,0
"Meet Alice In Wonderland's Daughter On Disney's ""Descendants: Wicked World""",1,"Introducing Alice In Wonderland's Daughter in Disney's ""Descendants: Wicked World""",0.9999886751174927,1
Choose A Squiggle To Determine Your Current Frame Of Mind,1,Choose a shape to reflect your current state of mind.,0.00391734205186367,0
"For Anyone Who Watched ""Master Of None"" Just For Denise",1,"For Fans Of ""Master Of None"" And Denise: An Interview With The Actress",0.9998501539230347,1
19 Surprising Confessions From People Who Married For Money,1,Marriages of convenience: 19 personal stories.,0.9999910593032837,1
"J.K. Rowling Is Splitting ""Harry Potter And The Cursed Child"" Into Two Plays",1,"""Harry Potter and the Cursed Child"" to be presented as a two-part play.",0.06490711122751236,0
What Happens When A Couple Reveals Their Sexual Fantasies To Each Other,1,A Couple Shares Their Experience With Sharing Sexual Fantasies.,0.9978633522987366,1
This New Infographic Shows Exactly Why You Need To Get Tested,1,Health Officials Recommend Regular Testing To Prevent Community Spread.,7.535524673585314e-06,0
Canadian Cops Are Giving Out The Most Dad Winter Driving Advice On Facebook,1,Canadian Police Share Winter Driving Tips On Facebook,2.644510823301971e-05,0
We Know Whether You Should Really COME TO BRAZIL,1,Considering a trip to Brazil? Here's what you need to know.,0.007425141986459494,0
26 Things French People Find Kind Of Strange About The U.S,1,Cultural differences between France and the U.S.,9.097446309169754e-06,0
What Would Your Reality Show Be Called,1,Suggest a title for your potential reality TV show,0.9999336004257202,1
Can We Guess How Much Pizza You Ate In 2015,1,Reflecting on your pizza consumption in 2015.,0.9990208148956299,1
"9 Behind-The-Scenes Things You Might Not Know About ""Can't Hardly Wait""",1,"9 Things You May Not Know About The Making Of ""Can't Hardly Wait""",0.9999954700469971,1
10 Things Spanish Majors Are Tired Of Hearing,1,Common Misconceptions About Spanish Majors,0.08056703209877014,0
This 7-Picture Test Will Reveal A True Difficulty You Have In Life,1,A picture-based test may uncover a personal challenge.,3.988117532571778e-05,0
Here's Taylor Swift On The Cover Of GQ Magazine,1,Taylor Swift graces the cover of GQ Magazine's latest issue.,0.999933123588562,1
Teens Watched Classic Horror Films For The First Time And Their Reactions May Surprise You,1,Classic Horror Films Evoke Surprising Reactions From Teen Viewers,0.9999788999557495,1
"18 Celebs You Totally Forgot Were On ""Gilmore Girls""",1,"18 Celebrities Who Had Roles in ""Gilmore Girls"".",0.9999955892562866,1
"Miranda Sings Covered Adele's ""Hello"" And It's Seriously Hilarious",1,"Miranda Sings performs a cover of Adele's ""Hello"".",0.9999483823776245,1
Here's What Beauty Ads Would Look Like If They Only Used The Advertised Product,1,A realistic portrayal of beauty ads and their products.,0.001700549153611064,0
"The Creator Of ""Master Of None"" Thanked Straight White Guys In His Acceptance Speech",1,"""Master Of None"" Creator Thanks Straight White Guys In Acceptance Speech",0.9999927282333374,1
Does Your Family Have Embarrassing Terms For Bathroom Stuff,1,Unique names families have for bathroom activities and items.,0.9947956204414368,1
"15 Celebs Answering Badass, Inspiring Questions On The Emmys Red Carpet",1,Emmys Red Carpet: 15 Celebs Share Their Thoughts On Inspiring Topics,0.9999957084655762,1
6 Artists Who Might Play A Surprise Show At Apple's Top Secret Event,1,Possible musical guests at Apple's upcoming event.,1.1236780665058177e-05,0
19 Times Canada Mercilessly Trolled The Rest Of The World On Tumblr,1,Canada's humorous interactions with other nations on Tumblr.,0.010609859600663185,0
This Is The One R&B Song You Need To Listen To This Fall,1,A soulful R&B track to warm up your autumn playlist.,0.00033062140573747456,0
Can You Pass This Texas Food Test,1,Test Your Knowledge of Texas Cuisine,0.9999889135360718,1
This Group Of Friends Changed The Halloween Game With Their Coordinated Costumes,1,Friends' creative group Halloween costume goes viral.,0.01608545519411564,0
10 Boozy Drinks For People Who Love Candy,1,10 Cocktail Recipes Featuring Sweet and Savory Flavors,0.9999955892562866,1
23 Incredibly Awkward Situations You'll Understand If Your Dick Is Massive,1,Common struggles for men with above-average anatomy.,0.9918174147605896,1
16 Struggles That Are Way Too Real For People Who Constantly Have To Pee,1,Common difficulties experienced by individuals with frequent urination.,2.0974934159312397e-05,0
23 Things Only Girls With Small Boobs Will Understand,1,Common experiences of women with smaller breasts.,0.670242965221405,1
This Hipster Barbie Account Perfectly Mocks Every Annoying Person On Instagram,1,Instagram account parodies Instagram trends with Hipster Barbie.,0.9600590467453003,1
Here's The Free Valentine's Day Gift You Can Give Literally Anyone,1,Easy and free Valentine's Day gift idea.,0.9926272034645081,1
22 Things Every Guy Does When He Starts Losing His Hair,1,Common behaviors men exhibit when facing hair loss.,0.9997153878211975,1
This Couple Revealed Their Baby's Gender In The Most Epic Way Possible,1,Couple's creative gender reveal goes viral.,0.004248732700943947,0
The 19 Best Autocorrect Fails Of 2015,1,A collection of amusing autocorrect failures from 2015.,0.8065817356109619,1
What Pet Name Should You Bestow Upon Your Significant Other,1,Generate cute nicknames for your partner with this AI tool.,0.9999936819076538,1
17 Wicked Items That'll Bring Out Your Inner Disney Villain,1,17 Unique Items For The Ultimate Disney Villain Fan,0.9999955892562866,1
19 Cozy Onesies You'll Want To Wear Everywhere,1,19 Comfortable and Versatile Onesies for Your Wardrobe,0.9999955892562866,1
27 Of The Most Brilliantly Irish Moments Of 2015,1,A Look Back at 27 Memorable Irish Moments from 2015,0.999995231628418,1
"Which ""Suite Life Of Zack And Cody"" Character Are You Based On Your Zodiac Sign",1,"Find out which ""Suite Life of Zack and Cody"" character matches your zodiac sign.",0.9999955892562866,1
13 Bollywood Moments That Changed The Face Of Swimwear In India,1,Bollywood's Influence on the Evolution of Swimwear in India,0.9928263425827026,1
Which Moaning Myrtle Are You,1,"Take this quiz to find out which ""Harry Potter"" character you are.",0.9999957084655762,1
16 Things Everyone With A January Birthday Knows To Be True,1,Common experiences of those with January birthdays.,0.9958122372627258,1
21 Useful Things That Will Actually Organize Your Closet,1,21 Tips to Help You Organize Your Closet.,0.9999955892562866,1
Some People Think Gigi Hadid Kinda Looks Like Fergie,1,"Gigi Hadid and Fergie share similar features, say some.",0.9998040795326233,1
19 Reasons Eating With Lipstick On Is The Absolute Worst,1,Here are some drawbacks to consider when eating with lipstick on.,0.9999837875366211,1
Empire Confronted Racism With An Homage To Classic Hollywood,1,Empire pays tribute to classic Hollywood while addressing racism.,0.0003628784616012126,0
How To Make A Chicken Tender Like A Fucking Adult,1,A guide to preparing chicken tenders for adults.,0.9999321699142456,1
15 Things That Happen When Your Best Friend Is Obsessed With FIFA,1,15 Things to Expect When Your Best Friend Loves FIFA,0.9999955892562866,1
15 Sweet And Salty Desserts That Are Infinitely More Satisfying Than A Boyfriend,1,15 Sweet and Savory Dessert Recipes for When You're Craving Something Different,0.9999953508377075,1
19 Firsts All Close Mums And Daughters Go Through,1,Common experiences of mothers and daughters.,0.012681554071605206,0
Which Dystopian Future Do You Actually Belong In,1,Which dystopian future resembles your vision?,1.5214905033644754e-05,0
"The World Watched Marlene Pinnock Get Beaten By A Cop, So Why Is She Still On The Streets",1,"Marlene Pinnock, victim of police brutality, remains unhoused as bystanders filmed the incident.",1.1829120012407657e-05,0
People Try Alcoholic Eggnog,1,People's Reactions to Alcoholic Eggnog.,0.9999493360519409,1
A Plan to See Every Country on Earth by the Age of 35,1,Traveler's ambitious goal to visit every country by 35.,1.1006787644873839e-05,0
32 Pictures That Perfectly Sum Up Your Elementary School Experience,1,A Nostalgic Look Back at 32 Elementary School Memories.,0.9999871253967285,1
17 Things Confident Plus-Size Women Have To Deal With,1,Common experiences of confident plus-size women.,0.9879652261734009,1
We Know Your Age Based On Your Favorite Horror Movies And TV Shows,1,Your Age May Be Revealed By Your Taste In Horror Movies And TV Shows,0.9999029636383057,1
"18 Notable Butts In Bosch's ""Garden Of Earthly Delights""",1,"Bosch's ""Garden Of Earthly Delights"" Features Several Prominent Nude Figures.",0.9984253644943237,1
19 Tweets That Are Way Too Funny For Everyone Who Loves Sleep,1,19 Funny Tweets That All Sleep Lovers Can Relate To,0.999995231628418,1
16 Inevitable Things That Happen When Your Name Is Britney,1,Common Experiences of People Named Britney.,0.9998053908348083,1
11 Fat-Shaming Confessions,1,Personal stories of weight-related stigma and discrimination.,0.9980224370956421,1
21 Pictures Smart People Will Never Understand,1,Intriguing images that challenge our understanding.,1.7138387192972004e-05,0
"18 Ways ""Fallout"" Has Ruined You For Life",1,"18 ways the ""Fallout"" franchise has influenced gaming trends and player expectations.",0.999995231628418,1
9 Of Your Scariest Cable Horror Stories,1,Common cable issues and how to troubleshoot them.,9.53874859987991e-06,0
Can You Identify The Romantic Comedy Based On A Single Quote,1,Guess the romantic comedy from this one quote.,0.9999954700469971,1
These Photos Of Hot Men And Cats Will Make You Feel Things,1,Photos of attractive men with cats evoke emotional responses.,0.9957782030105591,1
20 Vintage Inventions That Are Actually Borderline Genius,1,20 Ingenious Vintage Inventions That Stand the Test of Time,0.9999953508377075,1
17 Amazon Reviews Of Disney Films That Are Way Too Real,1,Amazon customers share relatable reviews of Disney films.,8.042776244110428e-06,0
Jack Black Tried Halloween Pinterest Hacks And Became A Master Pinner,1,Jack Black tests popular Halloween Pinterest hacks.,0.9999926090240479,1
"31 Facts You Probably Don't Know About ""Edward Scissorhands""",1,"31 Trivia Facts About the Film ""Edward Scissorhands""",0.9999955892562866,1
"Stephanie Mills Destroyed Us In NBC's ""The Wiz""",1,"Stephanie Mills Gives Powerful Performance in NBC's ""The Wiz"".",0.005433041136711836,0
17 Dramatic Celebrity Eyebrow Evolutions Of 2015,1,A look back at celebrity eyebrow trends of 2015.,0.9999687671661377,1
When Your BF Has A Female BFF,1,Understanding your boyfriend's female best friend.,0.9998899698257446,1
22 Questions For The Monsters Who Don't Like Dogs,1,"Why some people don't like dogs, explained.",0.9999661445617676,1
"Kylie Jenner's Resolution For 2016 Is Literally To ""Realize Stuff""",1,Kylie Jenner's 2016 resolution is to realize her goals.,0.9999885559082031,1
"21 Reasons You Should Follow ""Dogs Taking Dumps"" On Instagram",1,21 Photos of Dogs That Will Make Your Day,0.9999953508377075,1
18 Books That'll Win The Heart Of Your Valentine,1,Romantic book recommendations for Valentine's Day.,0.9997599720954895,1
18 Pictures That Perfectly Sum Up Not Knowing What To Eat,1,18 Relatable Photos For When You Don't Know What To Eat,0.9999953508377075,1
The 23 Best Tinder Responses Of 2015,1,Humorous Tinder messages that got a response in 2015.,0.9999912977218628,1
Does Ranch Really Go With Everything,1,Ranch Dressing: Exploring Its Culinary Versatility,0.0004170676111243665,0
These 3D-Printed Permanent Hairpieces Are Making Waves For Cancer Survivors,1,3D-Printed Hairpieces Offer Permanent Solution for Cancer Survivors.,1.7370428395224735e-05,0
Are These Pills Grey Or Red And Blue,1,Color perception test: grey versus red and blue pills.,0.008789144456386566,0
"Ever Wonder What Goes Into Making ""Steven Universe""",1,"A behind-the-scenes look at the creation of ""Steven Universe"".",0.9999158382415771,1
Tall Girls Wore Heels For A Week And Decided It Was Kinda Cool,1,"Heels can be comfortable for tall women, according to a week-long experiment.",0.006529680918902159,0
You Need To Try This Bagel Grilled Cheese Immediately,1,A tasty twist on grilled cheese: bagel style.,0.999969482421875,1
16 Cats Who Don't Care If You Like Them,1,16 Cats With Attitudes,0.9999954700469971,1
Do You Remember What Color Eyes These Celebs Have,1,Can You Name These Celebrities Just By Their Eye Color?,0.9999935626983643,1
Here's A Bunch Of Things You Should Never Say To An Engineering Student,1,Phrases to avoid when speaking to an engineering student.,0.00032857299083843827,0
We Know If You'll Find Love On Tinder,1,Study examines dating app success factors.,1.0147879038413521e-05,0
It's 2016 And Britney Spears Now Does A Backflip During Her Vegas Show,1,Britney Spears adds backflip to her 2016 Vegas Show performance.,0.004233528859913349,0
17 Red Carpet Looks Of 2015 That Were Breathtaking,1,17 Memorable Red Carpet Looks From 2015,0.9999954700469971,1
19 Illustrations That Sum Up Being In A Relationship When You Have ADHD,1,19 Illustrations Depicting the Experience of Relationships with ADHD.,0.9999953508377075,1
The Hardest Science Quiz You'll Take Today,1,A challenging science quiz,0.0004939290811307728,0
21 Back-To-School Style Inspirations From Extremely Stylish Canadians,1,Back-to-school fashion ideas from well-dressed Canadians.,0.0010225289734080434,0
19 Things Every Person Who Stays Up Too Late Knows,1,Common experiences of night owls who stay up late.,0.9182268381118774,1
18 Ways To Avoid The Holiday Blues This Year,1,Tips for managing holiday season stress.,0.002038385486230254,0
21 Pictures That Prove You Should Only Ever Drink In Your Room,1,21 Photos That Highlight the Comforts of Enjoying a Drink at Home,0.9999954700469971,1
"Which Moment From ""The Simpsons"" Always Makes You Ugly Cry",1,"Heartwarming and hilarious moments from ""The Simpsons"" that fans love.",0.9999939203262329,1
"Dear ""Walking Dead"": You Just Killed The Wrong Person",1,"""The Walking Dead"" character death sparks fan backlash.",0.008158509619534016,0
What's The Best Last-Minute Halloween Costume You've Ever Had,1,Creative last-minute Halloween costume ideas.,0.9997884631156921,1
Did This Gossip Headline Happen In 2015 Or Not,1,Gossip Headline From 2015 Resurfaces: Fact-Checking The Claims.,8.693311974639073e-05,0
27 Party Anthems From The Early '00s That Still Go Hard,1,27 Classic Party Anthems From The Early 2000s.,0.9999954700469971,1
We Need To Talk About How Overwhelmingly Perfect Julianne Moore Is,1,Julianne Moore's impressive career and talent are highlighted.,0.999902606010437,1
SNL Cut A Skit From Last Week's Show And It's A Gem,1,SNL Unreleased Sketch From Last Week's Episode Surfaces Online.,0.00032119150273501873,0
Married Vs. Single: What's The Best First Date,1,First date strategies: a comparison of approaches.,1.6909429177758284e-05,0
"17 Reasons ""Jingle All The Way"" Is Truly A Masterpiece",1,"Why ""Jingle All The Way"" Is A Holiday Classic",0.9999929666519165,1
19 Passive Aggressive Notes That Deserve A Damn Medal,1,Amusing collection of passive-aggressive notes.,9.527348083793186e-06,0
Who Said It: Chandler Bing Or Liz Lemon,1,Can you guess who said it: Chandler Bing or Liz Lemon?,0.9999949932098389,1
19 Hair Tips & Tricks For People Who Suck At Doing Hair,1,Hair care tips for those who struggle with styling.,0.001237080548889935,0
"Fed Up With Boring Humans, A Town Is Trying To Elect This Cat As Mayor",1,Town considers cat as write-in candidate for mayor.,7.485265541617991e-06,0
22 Honest Confessions From A Burger King Server,1,Burger King employee shares their work experiences.,1.1009348781954031e-05,0
"Why ""Bridge Of Spies"" Is Going To Be Your Dad's Favorite Movie",1,"""Bridge of Spies"" appeals to older audiences.",9.577123819326516e-06,0
I Realised My Dream When I Turned My House Into Hogwarts,1,I fulfilled my dream by transforming my house into Hogwarts.,0.9999880790710449,1
Here's Why Those Jumping Wedding Photos Are A Terrible Idea,1,The risks of jumping during wedding photos.,0.8605956435203552,1
This Man With Down Syndrome Totally Transformed Himself To Compete In A Bodybuilding Contest,1,Man with Down syndrome trains for a bodybuilding competition.,2.1683330487576313e-05,0
Ruby Rose Wore So Many Hot AF Outfits To Host The MTV EMAs,1,Ruby Rose showcased multiple stylish outfits at the MTV EMAs.,0.9999892711639404,1
We Had Celebrities Compete In A Wrap Battle And Here's What Happened,1,Celebrities face off in a wrap battle competition.,0.004430209286510944,0
Jennifer Lawrence Has Revealed That She's Going To Be Making Her Directorial Debut,1,Jennifer Lawrence announces her directorial debut.,0.0004230701015330851,0
19 Things Michiganders Know Are True,1,19 Facts About Michigan That May Surprise You,0.9999954700469971,1
21 Books Everyone Needs To Read Before They Die,1,21 Classic Books Everyone Should Consider Reading,0.9999953508377075,1
15 Vagina Horror Stories That'll Send Shivers Down Your Spine,1,Personal accounts of gynecological health issues and their impact.,2.9010976504650898e-05,0
Look At These Beautiful And Haunting Photos Of African Wildlife,1,Stunning Images Capture The Beauty And Mystery Of African Wildlife,0.9994233846664429,1
Here's How Men And Women's Fashion Has Evolved Over The Past 100 Years,1,A century of evolving fashion trends for men and women.,9.709162441140506e-06,0
What's A Word Only Disney Fans Will Understand,1,Unique Word Used by Disney Fans Only.,0.003412514692172408,0
See James Bond's Style Evolution Over 60 Years,1,James Bond's Style Evolution: A 60-Year Retrospective,0.999843955039978,1
31 Totally Adorable Holiday DIYs,1,31 Holiday DIY Ideas for a Festive Season,0.9999955892562866,1
16 Italian Landmarks That Are Actually Crap,1,16 Overrated Italian Landmarks and Their Better Alternatives,0.9999936819076538,1
21 Of The Most Beautiful Lines In Literature About Anxiety,1,Excerpts from literature that beautifully capture anxiety.,0.9950680732727051,1
19 Starter Kits That Will Help You Be Crafty AF In 2016,1,19 Starter Kits to Spark Your Creativity in 2016,0.9999955892562866,1
A Girl Just Shut Down Her Complicated Math Homework With This Hilarious Response,1,Student's Creative Response to Math Homework Goes Viral,0.9994930028915405,1
23 Euphoric Experiences For Everyone Who Loves To Eat,1,23 Unique Culinary Experiences to Try.,0.9999954700469971,1
This Is *Probably* How El Chapo Will Escape Prison Next,1,Security Measures Reviewed After El Chapo's Prison Escape,8.667297151987441e-06,0
"The 23 Best Lines From Fox Mulder On ""The X-Files""",1,"Memorable quotes from Fox Mulder on ""The X-Files"".",0.9999489784240723,1
"No, There Won't Be A ""Game Of Thrones"" Movie Any Time Soon",1,"""Game of Thrones"" Movie is Unlikely in the Near Future",0.9999710321426392,1
24 Times Boston Terriers Were The Cutest Dogs On The Internet,1,Adorable photos of Boston Terriers will melt your heart.,0.9999948740005493,1
15 Waters That Must Be Stopped,1,15 Controversial Figures and Their Impact,0.9999939203262329,1
What Is Your Favourite David Bowie Song Of All Time,1,David Bowie's Most Memorable Songs: A Retrospective,0.999982476234436,1
"14 Canadian Sex Positions, As Drawn By Canadians",1,Illustrated guide to unique Canadian perspectives on intimacy.,0.0002929602924268693,0
Find Out Your Horoscope For The Week Of October 5,1,Weekly Horoscope for October 5th: Insights and Astrology Tips.,0.29415521025657654,0
25 Mouthwatering Ways To Use Maple Syrup,1,Creative recipes featuring maple syrup.,0.610201895236969,1
23 Pictures That Won't Make Sense If You're An Only Child,1,23 Relatable Pictures For Those With Siblings,0.9999955892562866,1
"The Cast Of ""Zoey 101"" Basically Just Dropped A Bombshell",1,"""Zoey 101"" Cast Shares Exciting News",0.9999890327453613,1
Rihanna Dyed Her Hair Blue And It's Pretty ZOMG,1,Rihanna surprises fans with blue hair.,0.9999790191650391,1
"This Dad's ""Shut Up And Dance"" Parody Is Too Real",1,"Dad's ""Shut Up And Dance"" Parody Goes Viral",0.9999947547912598,1
Can You Tell What Was Used To Make These Masterpieces,1,Unusual tools and techniques in art history.,1.2150529073551297e-05,0
15 Things That Happen When You Watch Too Many Crime Shows,1,Potential effects of excessive crime show viewing.,7.2344359978160355e-06,0
30 Sports Movies That Will Get You Pumped Up AF,1,30 Inspirational Sports Movies to Motivate You,0.9999955892562866,1
Adults Guess Crayola Crayon Color Names,1,Adults Try to Guess Crayola Crayon Color Names,0.9999957084655762,1
Can We Guess If You're A Belieber Or Directioner,1,Are you a Belieber or a Directioner? Find out with this quiz!,0.9999425411224365,1
"Which Chanel From ""Scream Queens"" Are You",1,"Find out which character from ""Scream Queens"" you resemble the most.",0.9999949932098389,1
22 Things You'll Understand If You're Slightly Obsessed With Lush,1,22 Signs That You're a Fan of Lush Products,0.9999951124191284,1
Here's How To Save Money During The 2016 Clean Eating Challenge,1,Tips for saving money while eating healthy in 2016.,0.9999250173568726,1
17 Glorious Bacon-Wrapped Foods That Will Sexually Awaken You,1,Tasty Recipes: Try These Bacon-Wrapped Treats,0.9999957084655762,1
"21 Hilarious Tweets About Life That Are Way, Way Too Real",1,A collection of funny tweets that capture the realities of life.,0.9999145269393921,1
This Is What Happens When Non-Welsh People Try To Draw The Welsh Flag,1,Non-Welsh People Attempt To Draw The Welsh Flag.,1.2732555660477374e-05,0
How Deadpool Are You,1,Take this quiz to find out which Deadpool character you're most like!,0.9999949932098389,1
"24 Awesome Things You Really Wanted And Never Got, But Can Still Totally Buy Today",1,24 Unique Items You Always Wanted: Where to Buy Them Now,0.9999955892562866,1
Who Said It: Leslie Knope Or Amy Poehler,1,Can You Guess Who Said It: Leslie Knope Or Amy Poehler?,0.9999946355819702,1
"Another Round, Episode 30: Frimfram Fittlesworth",1,"Another Round, Episode 30: Interview with Frimfram Fittlesworth",0.9952948689460754,1
The World's Most Controversial High-Wire Walker Has A Plan To Take Over Entertainment,1,High-wire artist seeks to expand his empire.,7.98800010670675e-06,0
"17 Facts About ""Robot Chicken"" And Seth Green's Stop-Motion Studio",1,"A behind-the-scenes look at ""Robot Chicken"" and Seth Green's studio.",0.9999805688858032,1
Nicki Minaj's Latest Selfie Comes With An Amazing Inspirational Message,1,Nicki Minaj shares inspirational message alongside new selfie.,0.7402608394622803,1
14 Pictures Of Shia LaBeouf In Movies Watching Movies,1,A collection of 14 images captures Shia LaBeouf watching films during his movie career.,0.9999830722808838,1
"How Well Do You Know The Intro To ""Daria""",1,"Test your knowledge of the ""Daria"" intro.",0.9998792409896851,1
"These Are All The ""Find The Panda"" Pics That Have People Losing Their Shit",1,"Collection of ""Find the Panda"" Pictures Challenges and Amuses Viewers.",0.9965338706970215,1
14 Rare Photos Of Albert Einstein That You've Probably Never Seen Before,1,Uncommon Photos Offer Glimpse Into Albert Einstein's Life,0.0021486857440322638,0
"How Long Would You Last In Kappa Kappa Tau On ""Scream Queens""",1,"Take the ""Scream Queens"" sorority sister survival quiz.",0.9999949932098389,1
My Mom And I Went To A Taylor Swift Concert And It Was Pure Magic,1,A memorable night at the Taylor Swift concert with my mom.,0.9990313053131104,1
27 Ridiculously Cool Projects For Kids That Adults Will Want To Try,1,27 Fun and Creative Projects for Kids and Kids-at-Heart.,0.9999953508377075,1
17 Gifts For People Whose Best Friend Is A Pomeranian,1,Gift ideas for Pomeranian owners.,8.34574439068092e-06,0
12 Of India's Biggest Fashion Moments In 2015,1,A Look Back at India's Top Fashion Trends in 2015,0.9999933242797852,1
19 Times Ryan Reynolds' Instagram Made Him Even More Irresistible,1,A look at 19 of Ryan Reynolds' most entertaining Instagram posts,0.9999954700469971,1
16 Models Who Are Gonna Blow Your Mind In 2016,1,16 Models to Watch in 2016,0.9999954700469971,1
Should You Get A Puppy Or Have A Baby,1,Considering a puppy or a baby? Key factors to think about.,1.157693077402655e-05,0
"Mumbai Is Sending Powerful Messages Of Love, Support, And Solidarity For Paris",1,Mumbai expresses love and support for Paris.,1.9851342585752718e-05,0
"The Internet Was Fucking Me Up: Patrick DeWitt On Books, Bubbles, & Bullshit",1,Author Patrick DeWitt discusses the impact of the internet and information overload.,5.162512752576731e-05,0
If Native Americans Said The Stuff White People Say,1,Exploring cultural differences through humor: a Native American perspective.,0.0001267994084628299,0
6 Types Of People You Meet At A Holiday Party,1,6 Common Personality Types You May Encounter at Holiday Parties,0.9999955892562866,1
Britney Spears Continues To Perform While Having A Wardrobe Malfunction,1,Britney Spears Handles Wardrobe Malfunction Like A Pro During Performance,0.982905387878418,1
"18 Hilarious ""Star Wars"" Vines",1,"A collection of amusing ""Star Wars"" Vines provides a good laugh.",0.9999668598175049,1
23 Things Your RA Doesn't Want You To Know,1,Information Your RA Might Not Share With You,0.9998500347137451,1
"19 Life Lessons From ""500 Days Of Summer""",1,"Reflections on Love and Life from the Film ""500 Days of Summer""",0.9999716281890869,1
18 Of The Most Important New Year's Resolutions Stated In Five Words,1,"Popular New Year's Resolutions, Simplified",2.376531483605504e-05,0
Reminder: This Was Life In 2001,1,A look back at life in the early 2000s.,6.971789116505533e-05,0
We Know Which Emoji You Use The Most Based On Your Zodiac Sign,1,"Your most used emoji, according to your zodiac sign.",0.999931812286377,1
Someone At The All India Bakchod Office Has Lost Their Damn Mind,1,All India Bakchod releases controversial content.,1.0775417649711017e-05,0
"Dakota Johnson's Advice For Her 16-Year-Old Self: ""Don't Get Tattoos, You Idiot!""",1,Dakota Johnson Reflects on Her Youth with Humorous Advice.,0.005727672018110752,0
"Inside China's Memefacturing Factories, Where The Hottest New Gadgets Are Made",1,A Look Inside China's Unique Gadget Manufacturing Hubs.,9.709968253446277e-06,0
How Do You And Your Partner Deal With Mental Illness In Your Relationship,1,Strategies for couples to manage mental health challenges.,1.2697366400971077e-05,0
Madonna Helped A Couple Get Engaged In The Middle Of A Concert Last Night,1,Madonna facilitates an on-stage marriage proposal at her concert.,0.0005577519768849015,0
Americans Try Hong Kong Desserts For The First Time,1,Americans Sample Hong Kong Desserts.,0.6041012406349182,1
Is That Clown Harmless Or Murderously Psychotic,1,Understanding the Psychology of Clowns: A Discussion on Fear and Entertainment,0.9990987777709961,1
Stop Everything And Make Fajitas In Your Slow Cooker,1,Slow Cooker Fajitas: An Easy Weeknight Meal.,0.9998805522918701,1
Do You Actually Give No Fucks,1,A scientific approach to understanding apathy.,8.319006155943498e-06,0
26 Clever Products That Will Make Your Office So Much Better,1,26 Innovative Products to Enhance Your Workspace,0.9999946355819702,1
17 Desserts Guaranteed To Turn You Into A Chocoholic,1,17 Chocolate Dessert Recipes to Satisfy Your Sweet Tooth,0.999995231628418,1
The Most Annoying Parts Of Halloween,1,Common Halloween inconveniences and how to avoid them.,0.9999251365661621,1
What's The Best Song To Have Sex To,1,Songs that can enhance your romantic evenings,0.9999927282333374,1
"27 ""Real Life"" Magazine Headlines That Went Way, Way Too Far",1,Exaggerated and Sensational Magazine Headlines: Examples and Discussion,1.1962051758018788e-05,0
Two Huge Broadway Stars Covered Selena Gomez And It's Amazing,1,Broadway stars perform a stunning cover of Selena Gomez's hit song.,0.9999831914901733,1
"Man is waiting for 139 days in front of theater for ""Star Wars"" movie",1,"Dedicated fan camps out for months in anticipation of ""Star Wars"" film.",0.09284159541130066,0
27 Of The Worst Things About Going To Stock Photo University,1,Common Challenges Faced by Students at University,0.858773410320282,1
16 Hilarious Dieting Fail Confessions That Are Way Too Real,1,16 Amusing Dieting Fail Stories That Many Can Relate To,0.9999955892562866,1
Here's Kendall Jenner Looking Flawless In The New Balmain X H&M Commercial,1,Kendall Jenner stars in the new Balmain X H&M ad campaign.,0.9999853372573853,1
